species,rep,obs,time,elapsed,date,hhmmss,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_?F,Qin,Qabs,alpha,convert,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,CO2_s:MN,CO2_s:SLP,CO2_s:SD,CO2_s:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,,,,
A10,plant_2,8,1553449620,1090,20190324 12:47:00,12:47:00,1553449620,0.00165488,17.00821235,399.936,144.308324,14.51690727,40.23214783,0.110937213,3.464713213,0.109000978,0.06829676,66.03036798,25.42324332,24.925,3.165487625,51.25934894,1.674951262,3.267601513,1.490536364,-72.98021539,99.61490366,6.093334453,98.75839071,-0.041490834,0.046577096,3.475588075,0,0,1,0,53187.96918,MPF-2838-20190324-12_30_39,62.45,520.414,457.964,0.879999385,-0.793854925,MPF-2851-20190324-12_48_49,185.0270769,396.837,0.533745399,0.5,337.0189007,17.00821235,89.94114389,0.692065004,0.052822163,0.311404935,DARK-2852-20190324-12_48_51,122.2,274.637,0.771235934,0.310328115,0.633427505,0.269839987,2851,300,300,300,7164.57,386.32,-0.00566232,5.05475,399.803,337.0189007,0.842962411,0.195924822,1553449620,399.936,404.604,16.6502,16.2203,500.046,100.396,0.200465,25.4583,24.925,999.9,0,0,9966.25,0,6.13977,399.803,0.900006,0.0999941,0,185.024,4.99951,890.078,3517.75,36.812,40.5,38.875,40.875,40.187,355.33,39.48,0,149.9000001,185.0270769,-3.329299141,-15.23989739,892.6418846,15,1553449536,12:45:36,56,0.486,0.128,404,16,0.37,0.23,399.9811905,-0.184519481,0.024567921,1,1.492625967,-0.01315887,0.001474657,1,2,2,2/2,1.87863,1.8837,1.88164,1.87879,1.87849,1.88068,1.87962,1.87551,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.486,0.128,2,515.135,519.764,23.8748,27.7047,29.9996,27.8324,27.8324,20.5507,24.496,25.6048,23.9128,404.572,16.2483,100.069,100.119
A10,plant_2,9,1553449771,1240.5,20190324 12:49:30,12:49:30,1553449771,0.00185325,17.880922,399.978,155.7050919,15.66268365,40.23457938,0.1225132,3.472496789,0.120161601,0.075308523,66.07487434,25.52551364,25.0249,3.184400933,50.67909671,1.670410318,3.29605385,1.513990615,-81.72834188,108.4690376,6.628253022,99.44382312,-0.041608866,0.046709598,3.483402588,0,0,1,0,53306.99259,MPF-2838-20190324-12_30_39,62.45,520.414,457.964,0.879999385,-0.793854925,MPF-2853-20190324-12_51_20,181.5225769,398.119,0.54404945,0.5,337.2449444,17.880922,91.7389633,0.683511714,0.05537452,0.307182023,DARK-2854-20190324-12_51_22,126,272.119,0.795962146,0.310067594,0.645267877,0.267040641,2853,300,300,300,7164.5,388.072,-0.00566229,4.53592,400.071,337.2449444,0.842962735,0.19592547,1553449771,399.978,404.898,16.6058,16.1243,499.998,100.392,0.199981,25.6043,25.0249,999.9,0,0,9995,0,6.13977,400.071,0.899993,0.100007,0,181.178,4.99951,875.53,3520.12,36.937,40.562,38.937,40.937,40.312,355.56,39.51,0,149.9000001,181.5225769,-0.682564098,-2.906700863,875.7695,15,1553449675,12:47:54,57,0.509,0.128,404,16,0.65,0.22,399.9708095,-0.052675325,0.005917038,1,1.5143859,-0.011795635,0-Jan,1,2,2,2/2,1.87862,1.8837,1.88166,1.87879,1.87851,1.88068,1.87964,1.87554,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.509,0.128,2,514.865,518.918,23.9555,27.5258,29.9996,27.6339,27.6291,20.5569,24.7537,25.2308,23.9528,404.853,16.1352,100.104,100.149
A10,plant_2,10,1553449921,1391,20190324 12:52:01,12:52:01,1553449921,0.001842959,21.36123742,399.964,111.0947039,11.17490795,40.2319888,0.122957802,3.474472438,0.120590601,0.075578013,97.99404061,25.40492084,24.9444,3.16915278,51.4915539,1.668842337,3.241002088,1.500310443,-81.27449307,70.50565135,4.298083434,91.52328232,-0.041638844,0.04674325,3.485386095,0,0,1,0,53394.45802,MPF-2838-20190324-12_30_39,62.45,520.414,457.964,0.879999385,-0.793854925,MPF-2855-20190324-12_53_50,194.8942308,349.243,0.441952363,0.5,505.159675,21.36123742,111.6282561,0.636356348,0.043857603,0.49012006,DARK-2856-20190324-12_53_52,127,222.243,0.694504525,0.435091278,0.538188761,0.373765187,2855,300,300,300,7163.07,341.53,-0.00551324,6.00778,599.957,505.159675,0.841993135,0.193986269,1553449921,399.964,405.802,16.5907,16.1119,500.033,100.389,0.200025,25.3208,24.9444,999.9,0,0,10002.5,0,6.13977,599.957,0.933,0.0669998,0,194.367,4.99951,1405.99,5349.93,37.312,40.687,39.125,41,40.562,555.1,39.86,0,150,194.8942308,-4.279111091,-26.94769227,1409.551538,15,1553449839,12:50:39,58,0.489,0.122,406,16,0.4,0.16,399.9640476,-0.020103896,0.014872398,1,1.500791173,-0.003286272,0.000557797,1,2,2,2/2,1.8786,1.8837,1.88162,1.87875,1.87849,1.88069,1.87961,1.87554,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.489,0.122,2,514.689,518.289,23.4115,27.4041,29.9999,27.4872,27.4745,20.5965,24.5282,24.8601,23.4254,405.716,16.1499,100.129,100.173
A10,plant_2,11,1553450072,1541.5,20190324 12:54:31,12:54:31,1553450072,0.002037502,21.6246261,399.978,133.7182488,13.45005354,40.23179753,0.135676721,3.484971484,0.132809098,0.083258282,97.9939147,25.46903632,24.9918,3.178123452,51.26663664,1.672195882,3.261762408,1.50592757,-89.85381917,81.99160995,4.987101805,95.11880728,-0.041798281,0.046922232,3.495926929,0,0,1,0,53571.05318,MPF-2838-20190324-12_30_39,62.45,520.414,457.964,0.879999385,-0.793854925,MPF-2857-20190324-12_56_21,189.3454615,344.024,0.449615546,0.5,505.1588529,21.6246261,113.5636366,0.644792224,0.044379072,0.512725856,DARK-2858-20190324-12_56_23,122.2,221.824,0.69730299,0.442952784,0.549335302,0.385161279,2857,300,300,300,7162.66,335.006,-0.00551286,5.19489,599.956,505.1588529,0.841993168,0.193986335,1553450072,399.978,405.907,16.6247,16.0953,499.961,100.385,0.200026,25.4282,24.9918,999.9,0,0,10041.2,0,6.13977,599.956,0.933,0.0669998,0,188.894,4.99951,1370.19,5349.92,37.5,40.75,39.312,41.062,40.687,555.09,39.86,0,150,189.3454615,-1.620786327,-9.358290587,1371.335769,15,1553449987,12:53:06,59,0.544,0.12,406,16,0.33,0.23,399.977619,-0.094441558,0.01014878,1,1.504798195,0.006202713,0-Jan,1,2,2,2/2,1.87863,1.8837,1.88163,1.87873,1.87851,1.88068,1.87964,1.87553,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.544,0.12,2,514.509,518.007,23.6405,27.2849,29.9999,27.3626,27.3479,20.6047,24.3812,24.4893,23.6472,405.915,16.1059,100.148,100.19
A10,plant_2,12,1553450223,1692.4,20190324 12:57:02,12:57:02,1553450223,0.001960035,23.49779383,399.981,101.9571977,10.25484934,40.23006698,0.131098896,3.479025145,0.128414982,0.080495926,129.94003,25.44761516,24.9637,3.172802721,51.95267205,1.674615852,3.223348841,1.498186869,-86.43753539,49.75998731,3.028335324,96.29081723,-0.041707954,0.046820833,3.489956915,0,0,1,0,53495.69518,MPF-2838-20190324-12_30_39,62.45,520.414,457.964,0.879999385,-0.793854925,MPF-2859-20190324-12_58_52,195.6607692,305.617,0.359784406,0.5,673.3266592,23.49779383,121.126216,0.628292929,0.036077064,0.702830667,DARK-2860-20190324-12_58_54,113.6,192.017,0.572638,0.527998053,0.452184017,0.46902595,2859,300,300,300,7160.38,299.37,-0.00536371,4.90027,800.159,673.3266592,0.841491078,0.192982155,1553450223,399.981,406.396,16.6496,16.1404,500.019,100.38,0.199945,25.229,24.9637,999.9,0,0,10020,0,6.13977,800.159,0.949984,0.0500157,0,194.857,4.99951,1885.84,7183.77,37.937,40.937,39.562,41.187,41,755.39,39.77,0,150.5,195.6607692,-3.990495719,-36.42666668,1889.32,15,1553450142,12:55:41,60,0.526,0.12,406,16,0.69,0.25,399.974,-0.025402597,0.009314607,1,1.499392188,0.000160077,0-Jan,1,2,2,2/2,1.87862,1.88371,1.88167,1.87878,1.8785,1.8807,1.87964,1.87558,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.526,0.12,2,514.373,517.607,23.069,27.1949,29.9998,27.2598,27.2412,20.6206,24.0388,24.4893,23.0912,406.384,16.0849,100.168,100.203
A10,plant_2,13,1553450373,1842.9,20190324 12:59:33,12:59:33,1553450373,0.002047066,23.71413412,399.978,109.8812327,11.05138959,40.22809533,0.136158419,3.475844943,0.133263222,0.083544508,129.9000555,25.49839029,24.9951,3.178748818,51.62614865,1.671046303,3.236821547,1.507702515,-90.27560229,56.96648478,3.471859294,100.0627973,-0.041659675,0.046766634,3.486764059,0,0,1,0,53423.67609,MPF-2838-20190324-12_30_39,62.45,520.414,457.964,0.879999385,-0.793854925,MPF-2861-20190324-13_01_22,189.7779231,299.845,0.367079914,0.5,673.1188837,23.71413412,123.5442111,0.603795294,0.0364096,0.735610065,DARK-2862-20190324-13_01_24,118.8,181.045,0.607954249,0.549206452,0.463645304,0.48162956,2861,300,300,300,7159.76,291.696,-0.00536316,5.0144,799.912,673.1188837,0.841491169,0.192982337,1553450373,399.978,406.459,16.6148,16.083,500.046,100.376,0.19977,25.2991,24.9951,999.9,0,0,10008.8,0,6.13977,799.912,0.949984,0.0500157,0,189.693,4.99951,1834.8,7181.54,38.187,41.125,39.812,41.312,41.25,755.15,39.76,0,150,189.7779231,-0.770188041,-16.38666666,1836.851923,15,1553450288,12:58:08,61,0.572,0.119,406,16,0.31,0.23,399.9433333,0.409558442,0.023135899,1,1.506782042,0.000333862,0.000840426,1,2,2,2/2,1.8786,1.8837,1.88159,1.87876,1.87848,1.88066,1.87959,1.87553,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.572,0.119,2,514.538,517.282,23.2542,27.0897,29.9999,27.1538,27.1349,20.6248,24.0004,24.1167,23.2598,406.467,16.0954,100.19,100.225
A10,plant_2,14,1553450524,1993.4,20190324 13:02:03,13:02:03,1553450524,0.002092057,25.11826298,399.967,102.1482488,10.27305551,40.22470519,0.140417361,3.466750027,0.137332536,0.086104349,193.7290964,25.3921237,24.9409,3.168491267,53.00268854,1.673334943,3.157075593,1.495156323,-92.25971329,-11.30741536,-0.689302919,89.47266486,-0.04152171,0.046611756,3.477632982,0,0,1,0,53328.66379,MPF-2838-20190324-12_30_39,62.45,520.414,457.964,0.879999385,-0.793854925,MPF-2863-20190324-13_03_53,197.1338462,264.411,0.254441585,0.5,1009.1499,25.11826298,128.3848499,0.566583841,0.025677174,0.96820102,DARK-2864-20190324-13_03_55,114.6,149.811,0.4490802,0.630838266,0.333119532,0.559002454,2863,300,300,300,7155.38,255.124,-0.00506463,3.06786,1199.96,1009.1499,0.840986283,0.191972567,1553450524,399.967,406.824,16.6385,16.095,500.023,100.37,0.20006,24.8804,24.9409,999.9,0,0,9976.25,0,6.13977,1199.96,0.966987,0.0330132,0,196.23,4.99951,2855.61,10846.3,38.937,41.312,40.187,41.5,41.687,1155.51,39.45,0,149.9000001,197.1338462,-5.490529906,-64.50085461,2863.402692,15,1553450442,13:00:41,62,0.553,0.12,407,16,0.48,0.27,399.9579048,-0.061714286,0.009787771,1,1.494790373,0.005487805,0-Jan,1,2,2,2/2,1.87865,1.8837,1.88165,1.87881,1.87851,1.88071,1.87962,1.87554,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.553,0.12,2,514.601,516.915,22.1434,27.0138,29.9998,27.0631,27.041,20.6396,23.8037,24.1167,22.1737,406.763,16.0683,100.208,100.236
A10,plant_2,15,1553450674,2143.9,20190324 13:04:34,13:04:34,1553450674,0.002181919,25.11544105,399.976,112.2687434,11.29054463,40.22443599,0.14563159,3.463235863,0.142313041,0.089237511,193.7397061,25.5147214,24.9758,3.175092899,52.46194194,1.670359589,3.183945404,1.50473331,-96.22264921,8.719355685,0.532547819,106.7689604,-0.041468444,0.046551962,3.474104857,0,0,1,0,53237.53706,MPF-2838-20190324-12_30_39,62.45,520.414,457.964,0.879999385,-0.793854925,MPF-2865-20190324-13_06_23,190.0066154,252.751,0.248245841,0.5,1009.2084,25.11544105,125.2658942,0.561623891,0.02567289,1.058998777,DARK-2866-20190324-13_06_25,110.8,141.951,0.44201439,0.653451786,0.329711271,0.584462971,2865,300,300,300,7154.24,245.404,-0.00506375,3.56012,1200.03,1009.2084,0.840985976,0.191971952,1553450674,399.976,406.841,16.6094,16.0426,500.078,100.367,0.200124,25.0225,24.9758,999.9,0,0,9963.75,0,6.13977,1200.03,0.966993,0.0330069,0,189.619,4.99951,2764.5,10846.9,39.312,41.562,40.562,41.75,42.062,1155.59,39.44,0,150,190.0066154,-3.212376068,-26.42837606,2767.710385,15,1553450590,13:03:10,63,0.567,0.12,407,16,0.36,0.28,400.0064286,0.002649351,0.016893423,1,1.507418432,-0.016334865,0-Jan,1,2,2,2/2,1.87863,1.88371,1.88166,1.8788,1.87851,1.88068,1.87963,1.87554,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.567,0.12,2,514.582,516.62,22.4732,26.9316,29.9999,26.9842,26.9618,20.6462,23.7657,23.7465,22.4911,406.874,16.0535,100.221,100.253
A10,plant_2,16,1553450825,2294.4,20190324 13:07:04,13:07:04,1553450825,0.00220465,26.13103168,399.99,105.2955844,10.58883838,40.22418877,0.14782299,3.478724407,0.144419921,0.090561677,241.6842693,25.46852078,24.9501,3.17023036,53.40017117,1.672040656,3.13115224,1.498189704,-97.22506829,-38.97184897,-2.366020146,103.1213319,-0.041703388,0.046815706,3.48965498,0,0,1,0,53577.14181,MPF-2838-20190324-12_30_39,62.45,520.414,457.964,0.879999385,-0.793854925,MPF-2867-20190324-13_08_54,191.6632692,240.063,0.201612622,0.5,1261.3035,26.13103168,127.1473526,0.531789572,0.021346874,1.167822613,DARK-2868-20190324-13_08_56,112.4,127.663,0.379121051,0.687111227,0.27250106,0.612168205,2867,300,300,300,7151.51,230.87,-0.00484025,3.20181,1500.11,1261.3035,0.840807341,0.191614682,1553450825,399.99,407.127,16.6268,16.054,499.986,100.363,0.199986,24.7423,24.9501,999.9,0,0,10020.6,0,6.10424,1500.11,0.972998,0.0270015,0,191.211,4.99951,3491.86,13592.8,40.062,41.875,41.062,42,42.562,1454.74,40.37,0,149.9000001,191.6632692,-1.709572643,-32.65777771,3495.611538,15,1553450738,13:05:38,64,0.551,0.118,407,16,0.46,0.24,399.9777143,0.53174026,0.030765074,0,1.50091563,-0.00829516,0-Jan,1,1,2,1/2,1.87855,1.8837,1.8816,1.87874,1.87849,1.88065,1.87959,1.87548,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.551,0.118,2,514.529,516.572,21.6223,26.8578,29.9997,26.9055,26.8821,20.6571,23.5548,23.7465,21.6484,407.103,16.0559,100.238,100.263
A10,plant_2,17,1553450975,2444.9,20190324 13:09:35,13:09:35,1553450975,0.002279027,26.15238501,399.989,113.2642998,11.39035975,40.22466579,0.152317546,3.462981044,0.14869112,0.093250579,241.6874613,25.55694682,24.9821,3.176285878,53.07699891,1.672064665,3.150262259,1.504221213,-100.5051114,-25.74541067,-1.57119454,113.8657447,-0.041464583,0.046547627,3.473849026,0,0,1,0,53264.58128,MPF-2838-20190324-12_30_39,62.45,520.414,457.964,0.879999385,-0.793854925,MPF-2869-20190324-13_11_24,187.7484231,233.433,0.195707449,0.5,1261.3203,26.15238501,123.4248891,0.506496511,0.021363519,1.229393445,DARK-2870-20190324-13_11_27,115.2,118.233,0.386394466,0.708220841,0.267187831,0.626645326,2869,300,300,300,7150.25,226.072,-0.00483928,2.7802,1500.13,1261.3203,0.84080733,0.191614661,1553450975,399.989,407.138,16.6268,16.0348,500.091,100.364,0.20043,24.8442,24.9821,999.9,0,0,9963.12,0,6.13977,1500.13,0.972998,0.0270015,0,187.516,4.99951,3432.1,13593,40.5,42.187,41.5,42.25,42.937,1454.76,40.37,0,150,187.7484231,-1.128717937,-18.97333332,3434.461154,15,1553450888,13:08:08,65,0.506,0.117,407,16,0.47,0.18,399.9772857,0.647220779,0.03617437,0,1.506055005,-0.011505722,0-Jan,1,1,2,1/2,1.87864,1.8837,1.88162,1.87875,1.87851,1.88066,1.87962,1.87552,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.506,0.117,2,514.864,516.345,21.909,26.7658,29.9999,26.8237,26.8028,20.6641,23.5286,23.7465,21.9207,407.181,16.0317,100.255,100.279
A10,plant_2,18,1553451126,2595.4,20190324 13:12:05,13:12:05,1553451126,0.002366049,26.91324483,399.987,114.686994,11.53324902,40.22382588,0.157673978,3.474447415,0.153803988,0.096467284,241.6954261,25.57923827,24.9886,3.177517139,52.80260275,1.667774248,3.158507651,1.509742892,-104.3427541,-18.84382955,-1.146498921,117.3623435,-0.041638464,0.046742824,3.485360973,0,0,1,0,53470.99954,MPF-2838-20190324-12_30_39,62.45,520.414,457.964,0.879999385,-0.793854925,MPF-2871-20190324-13_13_55,185.5022308,234.345,0.208422493,0.5,1261.362292,26.91324483,131.4481371,0.510977405,0.021966012,1.220717318,DARK-2872-20190324-13_13_57,114.6,119.745,0.407889843,0.704926395,0.284143048,0.624653903,2871,300,300,300,7149.35,223.358,-0.00483864,3.54347,1500.18,1261.362292,0.840807298,0.191614596,1553451126,399.987,407.347,16.5844,15.9697,500.035,100.363,0.199833,24.888,24.9886,999.9,0,0,10005,0,6.08292,1500.18,0.973003,0.0269973,0,185.168,4.99951,3397.59,13593.5,40.812,42.5,41.812,42.5,43.25,1454.82,40.37,0,150,185.5022308,-1.978256412,-13.40547007,3399.020385,15,1553451039,13:10:39,66,0.558,0.116,407,16,0.29,0.15,399.9652857,-0.041766234,0.009981616,1,1.511072018,0.001811901,0-Jan,1,2,2,2/2,1.87861,1.8837,1.88162,1.87873,1.87848,1.88065,1.8796,1.87553,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.558,0.116,2,514.809,516.138,21.9624,26.701,29.9999,26.758,26.7383,20.6661,23.5202,23.3762,21.9406,407.28,16.0216,100.27,100.292
A10,plant_2,19,1553451276,2745.9,20190324 13:14:36,13:14:36,1553451276,0.002332601,27.01325624,400.003,109.7289211,11.03444893,40.22469768,0.155411553,3.469935111,0.151645635,0.095109274,241.6725354,25.58070528,25.0034,3.180322183,52.91989421,1.670810793,3.157245149,1.509511391,-102.8677158,-22.8413864,-1.391582793,114.5718504,-0.041570007,0.046665975,3.480830726,0,0,1,0,53387.82984,MPF-2838-20190324-12_30_39,62.45,520.414,457.964,0.879999385,-0.793854925,MPF-2873-20190324-13_16_25,183.8021538,228.578,0.195888695,0.5,1261.2444,27.01325624,123.5317599,0.522263735,0.022047361,1.276745794,DARK-2874-20190324-13_16_28,109.2,119.378,0.375076196,0.709693736,0.269526186,0.637246596,2873,300,300,300,7148.44,222.338,-0.004838,3.34032,1500.04,1261.2444,0.840807179,0.191614357,1553451276,400.003,407.386,16.6149,16.0089,500.028,100.361,0.19999,24.8813,25.0034,999.9,0,0,9988.75,0,6.08292,1500.04,0.973007,0.0269931,0,183.618,4.99951,3374.53,13592.3,41.125,42.75,42.125,42.75,43.562,1454.68,40.36,0,150.0999999,183.8021538,-0.780034172,-9.502905998,3375.750769,15,1553451199,13:13:18,67,0.47,0.114,407,16,0.4,0.22,399.999619,-0.024623377,0.006528153,1,1.508768058,0.012735717,0-Jan,1,2,2,2/2,1.87862,1.8837,1.88164,1.87877,1.8785,1.88066,1.87962,1.87556,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.47,0.114,2,514.636,516.056,21.7682,26.6665,30.0002,26.7127,26.6902,20.6703,23.0938,23.3762,21.7537,407.415,16.022,100.277,100.297
A10,plant_3,1,1553455763,0,20190324 14:29:22,14:29:22,1553455763,0.000332961,-1.422071901,399.981,494.0051077,49.65630908,40.20521216,0.021731165,3.469309279,0.021655826,0.013541638,1.74E-06,25.36402402,25.0065,3.18091,51.25367415,1.672746948,3.26366251,1.508163052,-14.68360096,80.70663889,4.931713126,70.95475279,-0.041687185,0.046797518,3.488583561,0,0,1,0,53431.34635,MPF-2926-20190324-14_31_12,71.81730769,572.8766923,501.0593846,0.874637407,-1.026024877,-,0,0,#DIV/0!,0.5,0.000182664,-1.422071901,#DIV/0!,#DIV/0!,-2168.166871,#DIV/0!,-,0,0,#DIV/0!,1,0,1.14333093,2926,300,300,300,7125.07,644.694,-0.00592645,0.922668,0.00434958,0.000182664,0.041995884,0.009499069,1553455763,399.981,399.609,16.6413,16.5468,499.966,100.318,0.199805,25.438,25.0065,999.9,0,0,10021.2,0,0.227399,0.00434958,0,0,0,145.5,0.00499951,-9.5,-1.9,37.875,42.562,40.5,42.562,41.062,0,0,0,1322.9,143.6346154,12.37264935,-2.776067499,5.146153846,15,1553455783,14:29:42,96,0.34,0.134,400,17,0.5,0.17,399.9613333,0.268207792,0.019852632,1,1.51414653,-0.05099962,0-Jan,1,2,2,2/2,1.87854,1.8837,1.88159,1.87869,1.87847,1.88065,1.87959,1.87546,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.34,0.134,2,512.109,517.778,23.2979,28.5113,30.0005,28.4394,28.3868,20.4138,21.8118,35.7898,23.2928,399.56,16.529,99.9827,99.9591
A10,plant_3,2,1553455963,200,20190324 14:32:42,14:32:42,1553455963,0.00053235,2.056662418,399.97,296.260325,29.77914309,40.2037089,0.034753355,3.468954178,0.034561081,0.021617862,8.232691818,25.37889444,24.9487,3.169965661,50.7753306,1.65887919,3.267096778,1.511086471,-23.47662406,94.81825664,5.793452543,85.36777694,-0.041681778,0.046791447,3.48822596,0,0,1,0,53421.5119,MPF-2926-20190324-14_31_12,71.81730769,572.8766923,501.0593846,0.874637407,-1.026024877,MPF-2927-20190324-14_34_32,209.1983846,641.264,0.673771825,0.5,42.12990801,2.056662418,14.1929725,0.779809875,0.073170995,-0.106644545,DARK-2928-20190324-14_34_34,141.2,500.064,0.864020636,-0.158422516,0.758746378,-0.136485434,2927,300,300,300,7130.24,615.29,-0.00589574,-7.17719,49.9936,42.12990801,0.842706027,0.195412053,1553455963,399.97,400.625,16.5035,16.3524,500.002,100.317,0.199811,25.4557,24.9487,999.9,0,0,10020,0,6.13977,49.9936,0.899834,0.100166,0,208.104,4.99951,131.897,406.005,37.687,42.312,40.312,42.562,41.25,40.49,4.51,0,199.3,209.1983846,-10.09948719,-8.353059836,133.0865,15,1553455921,14:32:00,97,0.331,0.128,401,16,0.9,0.22,399.9557619,0.028675325,0.00459715,1,1.506395881,0.0244562,0-Jan,1,2,2,2/2,1.87857,1.88372,1.88166,1.87873,1.87849,1.88065,1.87961,1.87553,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.331,0.128,2,513.175,518.855,24.4594,28.4982,29.9994,28.4822,28.43,20.4447,23.1161,36.5722,24.4843,400.625,16.4066,99.9984,99.9799
A10,plant_3,3,1553456113,350.5,20190324 14:35:13,14:35:13,1553456113,0.000544928,2.540571216,399.975,278.4029793,27.97951974,40.1975167,0.036046236,3.465758293,0.035839247,0.022418027,8.229961194,25.48262156,25.0075,3.181099639,51.40292444,1.690049428,3.287846841,1.491050211,-24.03133644,103.6621392,6.344936578,94.20570054,-0.041633123,0.046736828,3.485007579,0,0,1,0,53342.29765,MPF-2926-20190324-14_31_12,71.81730769,572.8766923,501.0593846,0.874637407,-1.026024877,MPF-2929-20190324-14_37_02,186.7655385,631.575,0.704286049,0.5,42.11546758,2.540571216,14.83066814,0.781815303,0.084686133,-0.092939568,DARK-2930-20190324-14_37_05,137.8,493.775,0.90083431,-0.134914852,0.794646447,-0.117148405,2929,300,300,300,7130.81,603.114,-0.00589649,-6.58527,49.9764,42.11546758,0.842707109,0.195414219,1553456113,399.975,400.771,16.8164,16.6618,500.07,100.3,0.200073,25.5623,25.0075,999.9,0,0,10010,0,6.13977,49.9764,0.899834,0.100166,0,186.43,4.99951,118.218,405.852,37.312,41.75,39.812,42.062,40.875,40.47,4.51,0,150,186.7655385,-3.691692319,-3.2356923,118.5512308,15,1553456030,14:33:50,98,0.367,0.139,401,17,0.61,0.23,399.9964762,-0.294545455,0.017319461,1,1.490366344,-0.000274768,0-Jan,1,2,2,2/2,1.8786,1.8837,1.88162,1.87874,1.8785,1.88065,1.87961,1.87554,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.367,0.139,2,514.107,520.525,24.1395,28.1966,29.9988,28.2601,28.2342,20.4517,21.656,36.9514,24.1076,400.712,16.5955,100.061,100.038
A10,plant_3,4,1553456264,501,20190324 14:37:43,14:37:43,1553456264,0.000742763,4.823733559,400.022,234.4718115,23.5643446,40.20208739,0.049227651,3.466796567,0.048842585,0.030560961,16.52839383,25.42479346,24.9452,3.169304,51.20040418,1.677832291,3.276990325,1.491471709,-32.75585681,104.9267472,6.41660814,95.11589232,-0.041648928,0.04675457,3.48605316,0,0,1,0,53371.67092,MPF-2926-20190324-14_31_12,71.81730769,572.8766923,501.0593846,0.874637407,-1.026024877,MPF-2931-20190324-14_39_33,187.1673846,601.072,0.688610708,0.5,84.45778715,4.823733559,29.07926829,0.751444087,0.069262511,-0.04690837,DARK-2932-20190324-14_39_35,149.4,451.672,0.916383162,-0.066580542,0.782051858,-0.056271389,2931,300,300,300,7135.94,571.134,-0.00586335,-5.78455,100.205,84.45778715,0.842850029,0.195700058,1553456264,400.022,401.5,16.6949,16.4841,499.959,100.3,0.199691,25.5066,24.9452,999.9,0,0,10013.8,0,6.13977,100.205,0.900001,0.0999989,0,187.202,4.99951,231.789,852.677,37,41.312,39.437,41.625,40.562,85.69,9.52,0,150.1000001,187.1673846,-3.850256399,-2.706017067,231.6744231,15,1553456162,14:36:01,99,0.437,0.139,401,17,0.49,0.22,400.0043333,0.03412987,0.009628001,1,1.492207578,-0.003931783,0-Jan,1,2,2,2/2,1.87859,1.8837,1.88164,1.87877,1.8785,1.88065,1.8796,1.87553,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.437,0.139,2,514.322,520.819,24.1643,27.9182,29.9996,28.0174,28.0055,20.4773,22.4955,37.3215,24.1938,401.456,16.4588,100.114,100.086
