species,rep,obs,time,elapsed,date,hhmmss,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_?F,Qin,Qabs,alpha,convert,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,Ci:MN,Ci:SLP,Ci:SD,Ci:OK,Stable,Total,State,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
ME034,Leaf_2,6,1537296068,430.5,20180918 13:41:07,13:41:07,1537296068,0.003949301,-1.022491765,20.4368,26.22336509,2.596688091,2.023691277,0.266666923,3.453651444,0.255733348,0.160778326,129.9106644,25.08998243,25.0032,3.180284263,52.1250347,1.6886803,3.23967228,1.491603963,-174.1641703,57.85024485,3.548786116,17.14552506,-0.041122156,0.046163222,3.45112939,6,3,1,0,52726.0476,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-292-20180918-13_41_09,219.7896923,238.804,0.07962307,0.5,673.1773837,-1.022491765,26.80022509,0.47153314,0.000335438,1.502508333,DARK-293-20180918-13_41_11,126.2,112.604,0.168859967,0.761133114,0.180125075,0.772676004,292,300,300,300,7162.89,237.872,-0.0053653,0.0522308,799.982,673.1773837,0.841490663,0.192981326,1537296068,20.4368,19.9365,17.0536,14.9914,200.479,98.8222,0.199725,25.3139,25.0032,999.9,0,0,10035,0,6.19662,799.982,0.949993,0.0500073,0,219.702,4.99951,2139.65,7182.2,39.25,42.062,40.875,42.25,42.187,755.23,39.75,0,56.0999999,219.7896923,0.023589738,-7.027692304,2140.523077,15,1537295992,13:39:52,21,0.014,0.102,50,15,0.28,0.06,34.25215049,-94.83485587,4.840230968,1,1,1,1-Jan,1.87859,1.8837,1.88158,1.8788,1.87851,1.88065,1.87958,1.87559,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.014,0.102,2,170.698,452.814,22.9112,27.0756,30.0001,27.1118,27.059,3.61764,30.1907,7.43176,22.9127,20,15.0513,99.9076,100.1
ME034,Leaf_2,7,1537296101,464,20180918 13:41:41,13:41:41,1537296101,0.004211922,-3.659374483,11.7442,32.50797728,3.219125856,1.162977861,0.285615803,3.441472011,0.273070184,0.171750115,129.9108268,25.0586447,24.9917,3.178104503,52.02381441,1.688230085,3.245110156,1.489874419,-185.7457529,65.01203833,4.00257233,13.1796845,-0.04093916,0.045957793,3.43896118,6,3,1,0,52496.16557,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-294-20180918-13_41_43,220.3058077,242.116,0.090081582,0.5,673.1782252,-3.659374483,30.32047975,0.470501743,-0.003581627,1.468275537,DARK-295-20180918-13_41_44,128.2,113.916,0.191458551,0.757320375,0.200325642,0.765543709,294,300,300,300,7162.73,237.096,-0.00536518,0.478897,799.983,673.1782252,0.841490663,0.192981326,1537296101,11.7442,9.82577,17.0484,14.8482,200.401,98.8256,0.20012,25.3421,24.9917,999.9,0,0,9990,0,6.19662,799.983,0.949993,0.0500073,0,220.392,4.99951,2145.77,7182.2,39.312,42.062,40.875,42.25,42.25,755.23,39.75,0,32.89999986,220.3058077,0.883726505,3.135726469,2145.2,15,1537295992,13:39:52,21,0.014,0.102,50,15,0.28,0.06,39.24150711,-72.91052451,3.823665203,1,1,1,1-Jan,1.87857,1.88369,1.88159,1.87876,1.87846,1.88065,1.8796,1.87556,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.014,0.102,2,170.714,452.7,23.1106,27.0779,29.9999,27.1121,27.059,3.32446,30.8279,7.05752,23.1022,10,14.8657,99.9126,100.101
ME034,Leaf_2,8,1537296205,568,20180918 13:43:25,13:43:25,1537296205,0.004249918,20.86461209,388.131,259.4237518,25.68794818,38.43244479,0.287411378,3.447442567,0.274732245,0.172800208,129.9062013,25.14950782,25.0302,3.185407094,51.81498719,1.691367801,3.264244368,1.494039293,-187.4213729,76.35068153,4.69575838,23.53126828,-0.041028833,0.046058459,3.444926236,6,3,1,0,52588.87839,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-296-20180918-13_43_27,198.2473077,248.582,0.202487277,0.5,673.1538667,20.86461209,68.15254676,0.493125005,0.032849716,1.404071896,DARK-297-20180918-13_43_28,126,122.582,0.410620583,0.740077055,0.436403907,0.751619368,296,300,300,300,7162.63,243.469,-0.00536518,0.301834,799.954,673.1538667,0.841490719,0.192981438,1537296205,388.131,400.09,17.0812,14.8623,200.498,98.8195,0.199761,25.441,25.0302,999.9,0,0,10012.5,0,6.20799,799.954,0.949993,0.0500073,0,198.172,4.99951,1937.39,7181.94,39.312,42.125,40.937,42.312,42.312,755.2,39.75,0,103.5,198.2473077,-3.182427358,-36.7357265,1942.078462,15,1537296178,13:42:58,22,0.597,0.086,400,15,0.04,0.05,253.2099594,76.23915692,4.02492813,1,1,1,1-Jan,1.87864,1.8837,1.88164,1.87879,1.8785,1.88065,1.8796,1.87558,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.597,0.086,2,170.711,452.847,23.0647,27.0802,30.0001,27.1144,27.059,14.8305,30.4856,6.65914,23.0538,400,14.7985,99.9156,100.1
ME034,Leaf_2,24,1537296582,944.4000001,20180918 13:49:41,13:49:41,1537296582,0.001675552,21.10969207,388.479,64.07685551,6.346024137,38.4740651,0.107556238,3.449666496,0.105727382,0.066241339,129.9240536,25.34986604,25.0467,3.188541262,51.92031159,1.657405746,3.192210708,1.531135516,-73.89182411,3.589383509,0.220216115,59.84182914,-0.041062251,0.046095974,3.447148115,6,3,1,0,52696.56209,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-328-20180918-13_49_43,192.5015769,255.312,0.246014379,0.5,673.2479348,21.10969207,82.81433622,0.481418813,0.033209152,1.34070079,DARK-329-20180918-13_49_45,132.4,122.912,0.511019454,0.73579187,0.5145456,0.737126512,328,300,300,300,7160.97,246.529,-0.0053639,0.0501709,800.066,673.2479348,0.841490495,0.192980991,1537296582,388.479,400.052,16.7351,15.8589,200.251,98.8378,0.199896,25.066,25.0467,999.9,0,0,10018.8,0,6.25347,800.066,0.950007,0.0499927,0,192.176,4.99951,1888.28,7182.98,39.937,42.562,41.5,42.687,42.75,755.32,39.75,0,62.89999986,192.5015769,-4.073811975,-45.14222222,1893.331923,15,1537296178,13:42:58,22,0.597,0.086,400,15,0.04,0.05,68.66293921,59.48759029,4.417541375,1,1,1,1-Jan,1.87863,1.8837,1.88162,1.87879,1.87851,1.88065,1.87959,1.87555,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.597,0.086,2,170.369,453.516,22.802,27.1057,30.0001,27.1373,27.0817,14.8521,23.3193,5.89975,22.803,400,15.908,99.9325,100.099
ME034,Leaf_2,25,1537296606,968.9000001,20180918 13:50:06,13:50:06,1537296606,0.00188846,19.31023095,389.278,126.0679995,12.48674716,38.55709601,0.122366082,3.454362641,0.120008009,0.075213084,129.908906,25.3425141,25.0362,3.18654648,52.06661428,1.666101407,3.199941901,1.520445073,-83.28106604,13.11070455,0.803397061,60.54194161,-0.04113285,0.046175228,3.451839931,6,3,1,0,52776.43433,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-330-20180918-13_50_08,198.7110385,264.36,0.248331675,0.5,673.1681422,19.31023095,83.58448608,0.537751551,0.030539966,1.260587835,DARK-331-20180918-13_50_09,122.2,142.16,0.461796297,0.700973267,0.500687286,0.71764191,330,300,300,300,7162,256.294,-0.00536464,0.561386,799.971,673.1681422,0.841490682,0.192981364,1537296606,389.278,399.935,16.8212,15.8341,200.322,98.8479,0.199814,25.1066,25.0362,999.9,0,0,10035,0,6.25347,799.971,0.949993,0.0500073,0,197.595,4.99951,1939.9,7182.09,39.937,42.562,41.5,42.687,42.812,755.22,39.75,0,24.29999995,198.7110385,11.31292307,100.5668376,1952.206154,15,1537296178,13:42:58,22,0.597,0.086,400,15,0.04,0.05,127.543714,55.47824581,4.589612639,1,1,1,1-Jan,1.87864,1.8837,1.88164,1.87877,1.87851,1.88065,1.8796,1.87556,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.597,0.086,2,170.462,453.693,22.7998,27.1031,29.9999,27.135,27.0795,14.8619,23.592,5.89975,22.7954,400,15.916,99.9359,100.1
ME034,Leaf_2,26,1537296635,997.4000001,20180918 13:50:34,13:50:34,1537296635,0.001875161,19.94333772,389.185,116.8931047,11.57868085,38.5501687,0.121991848,3.449394102,0.119644722,0.07498507,129.9068229,25.39578792,25.059,3.190879395,52.23830791,1.676580946,3.209485554,1.514298449,-82.69461693,18.15006052,1.114208581,66.47647508,-0.041058157,0.046091379,3.446875972,6,3,1,0,52675.86187,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-332-20180918-13_50_36,201.5477692,265.656,0.24132047,0.5,673.1572177,19.94333772,81.22330807,0.502363959,0.031480965,1.249559581,DARK-333-20180918-13_50_38,132.2,133.456,0.480369791,0.713250066,0.48415107,0.714851012,332,300,300,300,7161.86,257.564,-0.00536451,1.43896,799.958,673.1572177,0.8414907,0.192981401,1537296635,389.185,400.173,16.926,15.9462,200.372,98.8536,0.199983,25.1566,25.059,999.9,0,0,10016.2,0,6.25347,799.958,0.949993,0.0500073,0,197.612,4.99951,1942.52,7181.97,40,42.625,41.562,42.687,42.812,755.21,39.75,0,28,201.5477692,-32.21668379,-301.4242738,1979.527692,15,1537296178,13:42:58,22,0.597,0.086,400,15,0.04,0.05,119.5489165,-46.0995009,4.301421739,1,1,1,1-Jan,1.87865,1.8837,1.88166,1.87879,1.87851,1.88067,1.8796,1.8756,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.597,0.086,2,170.425,453.908,22.8027,27.1008,30,27.135,27.0817,14.8554,22.8773,5.89975,22.8018,400,15.8698,99.9385,100.1
ME034,Leaf_2,27,1537296658,1020.9,20180918 13:50:58,13:50:58,1537296658,0.002127464,18.97201944,389.495,160.4101863,15.8898609,38.58247107,0.139207859,3.452602935,0.136163197,0.085370003,129.911524,25.37387832,25.0672,3.192438982,52.32453664,1.682811679,3.216104313,1.509627302,-93.82115869,23.08095445,1.415897775,60.58721752,-0.041106391,0.046145525,3.450081847,6,3,1,0,52729.16262,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-334-20180918-13_51_00,199.9636923,272.424,0.265983569,0.5,673.1793518,18.97201944,89.52732315,0.558041876,0.030037048,1.193672364,DARK-335-20180918-13_51_01,120.4,152.024,0.476637292,0.681430987,0.520616659,0.700276323,334,300,300,300,7161.89,262.173,-0.00536449,0.0191956,799.984,673.1793518,0.84149102,0.192982039,1537296658,389.495,400.031,16.9882,15.8754,200.149,98.8582,0.19948,25.1912,25.0672,999.9,0,0,10027.5,0,6.25347,799.984,0.949993,0.0500073,0,200.687,4.99951,1970.45,7182.21,40.062,42.625,41.562,42.75,42.812,755.23,39.76,0,23.0999999,199.9636923,68.32800222,84.13428218,1989.411538,15,1537296178,13:42:58,22,0.597,0.086,400,15,0.04,0.05,165.3829753,5.636904088,3.594604202,1,1,1,1-Jan,1.87865,1.8837,1.88163,1.87879,1.8785,1.88065,1.87962,1.87556,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.597,0.086,2,170.297,453.728,22.8008,27.1008,30.0002,27.135,27.0817,14.8548,23.4644,5.89975,22.8005,400,15.8821,99.9386,100.1
ME034,Leaf_2,28,1537296750,1112.4,20180918 13:52:29,13:52:29,1537296750,0.001798574,25.24374278,486.102,131.4217982,13.01911276,48.15500048,0.118278677,3.448658357,0.116070405,0.072738973,129.9410632,25.25594772,25.0454,3.18829423,53.18511844,1.691054799,3.17956385,1.497239431,-79.31709361,-8.552507191,-0.524688093,41.54677426,-0.041047101,0.046078967,3.446140906,6,3,1,0,52690.25913,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-336-20180918-13_52_31,193.5527308,263.97,0.266762394,0.5,673.3347592,25.24374278,89.81019628,0.516611736,0.039344536,1.263927719,DARK-337-20180918-13_52_33,127.6,136.37,0.51636921,0.70985662,0.538656103,0.718481764,336,300,300,300,7161.87,254.453,-0.00536451,0.549255,800.169,673.3347592,0.841490684,0.192981368,1537296750,486.102,499.976,17.0704,16.1313,200.488,98.8635,0.200072,24.9994,25.0454,999.9,0,0,10012.5,0,6.25347,800.169,0.949993,0.0500073,0,193.749,4.99951,1902.97,7183.89,39.937,42.687,41.562,42.812,42.812,755.41,39.76,0,90.89999986,193.5527308,-0.253435889,-4.810256426,1903.023846,15,1537296716,13:51:56,23,0.714,0.125,500,16,0.04,0.1,122.1943177,85.39735047,4.590869082,1,1,1,1-Jan,1.87863,1.8837,1.88161,1.8788,1.87851,1.88065,1.8796,1.87557,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.714,0.125,2,170.356,453.81,21.2232,27.1008,30,27.135,27.0816,17.628,21.6377,6.86043,21.1877,500,16.1043,99.9362,100.097
ME034,Leaf_2,29,1537296857,1219.9,20180918 13:54:17,13:54:17,1537296857,0.001833331,25.00540749,586.04,240.3939672,23.81174051,58.0490125,0.121248392,3.449737628,0.11892972,0.074535705,129.9055517,25.09014953,24.9095,3.162561943,53.11194444,1.672905897,3.149773398,1.489656046,-80.84988411,-12.62819511,-0.773340942,35.65413157,-0.04106332,0.046097174,3.447219181,6,3,1,0,52737.92043,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-338-20180918-13_54_19,194.4579615,265.118,0.266522976,0.5,673.1505007,25.00540749,89.70503752,0.511161068,0.039001246,1.254124578,DARK-339-20180918-13_54_20,129.6,135.518,0.521407034,0.710437192,0.535807905,0.716009579,338,300,300,300,7162.13,256.599,-0.00536474,0.561646,799.95,673.1505007,0.841490719,0.192981438,1537296857,586.04,599.889,16.889,15.9319,200.556,98.8532,0.199787,24.8416,24.9095,999.9,0,0,10017.5,0,6.25347,799.95,0.949993,0.0500073,0,194.716,4.99951,1910.56,7181.9,39.875,42.687,41.562,42.812,42.75,755.2,39.75,0,107.3,194.4579615,0.281606831,-3.033162413,1911.013077,15,1537296822,13:53:41,24,0.655,0.127,600,16,0.16,0.14,231.088079,82.91039264,4.455445028,1,1,1,1-Jan,1.87862,1.88371,1.88166,1.8788,1.87851,1.88065,1.8796,1.87558,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.655,0.127,2,170.54,453.527,22.3107,27.11,30.0001,27.1396,27.083,20.3199,23.184,7.52919,22.3358,600,15.8594,99.9477,100.102
ME034,Leaf_2,30,1537296964,1326.9,20180918 13:56:04,13:56:04,1537296964,0.001460593,25.66319251,685.938,235.5434025,23.33412483,67.95249942,0.094782015,3.441535156,0.093355373,0.058473497,129.9053893,25.29615497,25.0428,3.187800216,52.82186261,1.6759235,3.1727838,1.511876716,-64.41216024,-14.69477143,-0.903201444,49.89525622,-0.040940108,0.045958858,3.439024267,6,3,1,0,52564.86907,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-340-20180918-13_56_06,194.7354615,264.481,0.263707179,0.5,673.1496592,25.66319251,88.75719891,0.550062197,0.03997847,1.259553616,DARK-341-20180918-13_56_07,119,145.481,0.479413384,0.696033714,0.531440364,0.71738134,340,300,300,300,7162.25,257.551,-0.00536487,0.666748,799.949,673.1496592,0.841490719,0.192981438,1537296964,685.938,700.111,16.9174,16.1542,200.369,98.865,0.200075,24.9636,25.0428,999.9,0,0,9986.25,0,6.25347,799.949,0.949993,0.0500073,0,194.652,4.99951,1912.51,7181.9,39.812,42.687,41.5,42.812,42.687,755.2,39.75,0,106.7,194.7354615,-0.276786331,-5.604786301,1913.29,15,1537296922,13:55:22,25,0.617,0.124,700,16,0.12,0.12,227.2497906,-43.87976143,4.830534203,1,1,1,1-Jan,1.87856,1.8837,1.88161,1.8788,1.8785,1.88065,1.87958,1.87552,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.617,0.124,2,170.317,453.666,22.2342,27.1031,30.0002,27.1373,27.084,22.9635,21.7062,8.79363,22.206,700,16.0896,99.948,100.104
ME034,Leaf_2,31,1537297059,1421.4,20180918 13:57:38,13:57:38,1537297059,0.001450767,25.95447497,785.683,327.9543174,32.48802507,77.83184318,0.09476688,3.456661215,0.093346829,0.058467582,129.9073101,25.22659824,25.0107,3.181706549,53.16952546,1.679884674,3.159487807,1.501821875,-63.97882427,-21.89677353,-1.339285697,42.69242658,-0.04116742,0.046214036,3.454136384,6,3,1,0,52857.1111,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-342-20180918-13_57_40,195.1051923,265.469,0.265054706,0.5,673.1597422,25.95447497,89.21207871,0.496739732,0.040410581,1.251144201,DARK-343-20180918-13_57_42,133.6,131.869,0.533588696,0.715805081,0.532145261,0.715253711,342,300,300,300,7162.37,258.361,-0.00536493,0.808044,799.961,673.1597422,0.8414907,0.192981401,1537297059,785.683,800.093,16.9578,16.1993,200.246,98.863,0.199654,24.8932,25.0107,999.9,0,0,10041.9,0,6.25347,799.961,0.949993,0.0500073,0,195.079,4.99951,1916.64,7182,39.75,42.687,41.437,42.75,42.687,755.21,39.75,0,93.89999986,195.1051923,-0.837914536,-0.628376051,1916.912308,15,1537297024,13:57:03,26,0.997,0.131,800,16,0.1,0.15,322.7538344,48.64308944,4.703022242,1,1,1,1-Jan,1.87862,1.8837,1.88159,1.87878,1.87848,1.88065,1.87958,1.87547,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.997,0.131,2,170.247,453.637,21.826,27.0983,30.0001,27.1331,27.0805,25.554,21.6169,10.2045,21.8277,800,16.1661,99.9557,100.107
ME034,Leaf_2,32,1537297179,1541.9,20180918 13:59:39,13:59:39,1537297179,0.001425381,24.76385159,886.196,438.507964,43.44493535,87.79938129,0.093057199,3.445878659,0.091683308,0.057423816,129.9085813,25.19727286,24.9947,3.17867301,53.16451655,1.67612173,3.152707556,1.50255128,-62.85930159,-25.54395391,-1.566838993,39.93848676,-0.041005337,0.046032084,3.443363769,6,3,1,0,52664.21912,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-344-20180918-13_59_41,195.0890385,267.753,0.271384304,0.5,673.1664592,24.76385159,91.3434055,0.515224853,0.038641486,1.231941379,DARK-345-20180918-13_59_42,129.8,137.953,0.526729839,0.705108281,0.540209557,0.710335184,344,300,300,300,7162.51,257.584,-0.00536505,0.811157,799.969,673.1664592,0.841490682,0.192981364,1537297179,886.196,900.028,16.9178,16.1731,200.396,98.8745,0.19995,24.8572,24.9947,999.9,0,0,10001.2,0,6.25347,799.969,0.949993,0.0500073,0,195.279,4.99951,1915.9,7182.08,39.75,42.625,41.437,42.75,42.625,755.22,39.75,0,120.3,195.0890385,-0.628478636,-2.237264946,1916.459231,15,1537297144,13:59:03,27,1.122,0.132,900,16,0.2,0.2,411.0728621,351.141396,17.89734544,0,0,1,0/1,1.8786,1.8837,1.88159,1.87881,1.87851,1.88065,1.87959,1.8756,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.122,0.132,2,170.376,453.425,22.1823,27.0894,30.0001,27.1281,27.0749,28.0971,22.1969,11.3844,22.1821,900,16.16,99.9607,100.11
ME034,Leaf_2,33,1537297294,1656.9,20180918 14:01:34,14:01:34,1537297294,0.001338388,24.89184097,986.035,504.6446159,49.9981735,97.69241056,0.087082472,3.444910122,0.085877774,0.053780457,129.908906,25.24462196,25.0127,3.182085919,53.06812453,1.675860751,3.157942297,1.506225168,-59.02292637,-23.7166987,-1.455501673,45.7137793,-0.040990789,0.046015752,3.442396124,6,3,1,0,52641.41706,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-346-20180918-14_01_36,195.0729231,265.5,0.26526206,0.5,673.1681422,24.89184097,89.28298406,0.53747646,0.03883152,1.250881356,DARK-347-20180918-14_01_37,122.8,142.7,0.493532424,0.699458098,0.532498909,0.715186954,346,300,300,300,7162.6,257.592,-0.00536516,0.573486,799.971,673.1681422,0.841490682,0.192981364,1537297294,986.035,999.97,16.9149,16.2154,200.325,98.876,0.200007,24.885,25.0127,999.9,0,0,9997.5,0,6.25347,799.971,0.949993,0.0500073,0,195.034,4.99951,1915.37,7182.09,39.687,42.625,41.375,42.75,42.562,755.22,39.75,0,114.5,195.0729231,-0.813538457,-1.641367508,1915.587308,15,1537297256,14:00:56,28,1.11,0.132,1000,16,0.13,0.21,500.8995115,94.89864412,4.973775235,1,1,1,1-Jan,1.87864,1.8837,1.88168,1.87881,1.87851,1.88066,1.87958,1.87555,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.11,0.132,2,170.33,453.63,22.1037,27.0802,30,27.1213,27.0704,30.632,22.1513,12.5819,22.0884,1000,16.1843,99.9688,100.111
ME034,Leaf_2,34,1537297401,1763.9,20180918 14:03:21,14:03:21,1537297401,0.001255018,25.20140708,1085.95,566.9969207,56.17812238,107.5960552,0.081810521,3.443833045,0.080745983,0.05056073,129.9082844,25.23238952,24.9993,3.179544894,53.21229025,1.677307519,3.152105483,1.502237375,-55.34630237,-26.97696861,-1.655733177,45.92928027,-0.040974613,0.045997592,3.44132004,6,3,1,0,52627.05928,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-348-20180918-14_03_23,194.9638846,266.837,0.269352134,0.5,673.1647912,25.20140708,90.65918652,0.506815022,0.03929158,1.239603203,DARK-349-20180918-14_03_24,131.6,135.237,0.531460439,0.70979745,0.537993794,0.712307763,348,300,300,300,7162.63,257.276,-0.00536522,0.256073,799.967,673.1647912,0.8414907,0.192981401,1537297401,1085.95,1100.07,16.9288,16.273,200.361,98.8803,0.199819,24.854,24.9993,999.9,0,0,9993.12,0,6.25347,799.967,0.949993,0.0500073,0,195.191,4.99951,1914.12,7182.06,39.687,42.625,41.375,42.75,42.562,755.21,39.75,0,106.7,194.9638846,0.646051285,-0.322393172,1914.457308,15,1537297366,14:02:46,29,1.26,0.136,1100,16,0.22,0.14,562.6144107,-1.881330248,4.559029325,1,1,1,1-Jan,1.87864,1.88371,1.8816,1.87881,1.8785,1.88065,1.87959,1.8755,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.26,0.136,2,170.448,453.718,22.0592,27.0733,29.9999,27.1144,27.0635,33.1252,22.2966,13.7303,22.0531,1100,16.2194,99.9728,100.112
ME034,Leaf_2,35,1537297509,1871.4,20180918 14:05:08,14:05:08,1537297509,0.00122729,25.2830104,1185.87,651.420305,64.54421427,117.4987129,0.079937635,3.445763687,0.078921515,0.049416165,129.9501517,25.22550737,25.0002,3.179715504,53.23368775,1.676670478,3.149641793,1.503045027,-54.12348262,-29.59284429,-1.815155522,44.41866928,-0.04100361,0.046030145,3.443248902,6,3,1,0,52665.14141,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-350-20180918-14_05_10,194.7310769,265.365,0.266176486,0.5,673.3826348,25.2830104,89.61931156,0.498803535,0.039400053,1.252026454,DARK-351-20180918-14_05_12,133,132.365,0.53362991,0.715104529,0.534608566,0.715477672,350,300,300,300,7162.75,257.385,-0.00536529,0.674835,800.226,673.3826348,0.841490572,0.192981145,1537297509,1185.87,1200.08,16.922,16.2808,200.397,98.8822,0.200088,24.8409,25.0002,999.9,0,0,10000,0,6.25347,800.226,0.950007,0.0499927,0,194.976,4.99951,1912.41,7184.43,39.687,42.562,41.375,42.75,42.562,755.47,39.76,0,107.0999999,194.7310769,-0.179760664,-4.466666705,1912.380385,15,1537297473,14:04:33,30,1.165,0.136,1200,16,0.15,0.19,649.4369284,62.18491688,3.830713775,1,1,1,1-Jan,1.87856,1.8837,1.88158,1.87881,1.87848,1.88065,1.87958,1.87549,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.165,0.136,2,170.51,453.78,22.0346,27.071,30.0001,27.1121,27.0612,35.5779,22.5274,14.7476,22.0301,1200,16.2431,99.9748,100.115
ME034,Leaf_2,36,1537297613,1975.4,20180918 14:06:52,14:06:52,1537297613,0.001196001,25.69717043,1285.57,726.0724735,71.94580985,127.3858714,0.077755165,3.430909827,0.076789303,0.048079094,129.9120112,25.2316095,25.0065,3.18091,53.20087807,1.675407059,3.149209411,1.505502941,-52.74366008,-31.05599466,-1.913187398,44.19916903,-0.040780689,0.045779896,3.428408715,6,3,1,0,52390.84132,0,133.2423077,597.609,464.3666923,0.777040996,-1.248301015,MPF-352-20180918-14_06_54,194.6190769,269.184,0.277003548,0.5,673.1818763,25.69717043,93.2368841,0.523002853,0.04002703,1.22007623,DARK-353-20180918-14_06_56,128.4,140.784,0.529640606,0.699954604,0.548506656,0.707253568,352,300,300,300,7162.81,257.124,-0.00536541,0.589233,799.987,673.1818763,0.84149102,0.192982039,1537297613,1285.57,1300.04,16.9081,16.2834,200.449,98.8885,0.20052,24.8386,25.0065,999.9,0,0,9945,0,6.25347,799.987,0.949993,0.0500073,0,194.895,4.99951,1910.22,7182.24,39.625,42.562,41.375,42.687,42.562,755.23,39.76,0,103.7,194.6190769,1.056478634,-2.41025641,1910.565385,15,1537297578,14:06:17,31,1.16,0.134,1300,16,0.12,0.21,721.2718503,75.08419829,4.341442285,1,1,1,1-Jan,1.87863,1.8837,1.88159,1.87881,1.8785,1.88065,1.87958,1.87557,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.16,0.134,2,170.52,453.81,22.086,27.0678,30.0001,27.1098,27.059,38.0243,22.9,15.8577,22.0869,1300,16.2656,99.9821,100.12
