species,rep,obs,time,elapsed,date,hhmmss,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_?F,Qin,Qabs,alpha,convert,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,?CO2,CO2_s_d,CO2_r_d,?H2O,CO2_a,CO2_b,H2O_a,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,count,co2_adj,h2o_adj,co2_at,h2o_at,co2_cv,h2o_cv,CO2_s:MN,CO2_s:SLP,CO2_s:SD,CO2_s:OK,VPDleaf:MN,VPDleaf:SLP,VPDleaf:SD,VPDleaf:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_hum,AccH2O_des,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
ME034,plant_1,42,1572469755,4866.1,20191030 16:09:14,16:09:14,1572469755,0.001861756,22.0197795,1492.422,1169.370018,116.164302,148.2560329,0.123409233,3.422213697,0.120989158,0.075831705,241.6331826,25.559056,24.9847,3.176778333,53.82511636,1.6855779,3.131582455,1.491200432,-82.10342218,-44.2980622,-2.734297573,112.4974006,-0.041084446,0.046120889,3.448623398,0,0,1,0,52787.37992,MPF-10471-20191030-14_52_32,78.03461538,614.3203846,536.2857692,0.872974075,-0.733984882,MPF-10552-20191030-16_13_38,227.9214231,269.83,0.155314742,0.5,1261.034692,22.0197795,97.92863915,0.439647185,0.018043726,1.276694158,DARK-10553-20191030-16_13_40,151.2,118.63,0.353271322,0.7438463,0.218506702,0.642363464,10552,300,300,300,7127.77,260.524,-0.00482377,2.01385,1499.79,1261.034692,0.840807508,0.191615016,1572469755,1492.422,1500.06,16.9679,16.4042,499.992,99.1391,0.200117,24.7446,24.9847,999.9,0,0,9993.75,0,4.32058,-8.03894,1517.77,1525.08,0.563681,1489.84,1500.06,16.8069,16.4042,1.68218,1.6263,14.7329,14.2102,1499.79,0.972996,0.0270039,0,227.723,4.99951,4171.69,13589.9,42.25,43.812,43.312,43.625,44.5,1454.43,40.37,0,102.5999999,227.9214231,-0.232307683,-20.78598291,4175.020385,15,1572469782,16:09:41,89,2.582,0.161,1500,16,0.68,0.37,1492.010952,0.361558442,0.023685391,1,1.493708401,-0.008277868,0.00104226,1,2,2,2/2,2.9643,2.79169,0.225776,0.232343,0.0884431,0.0892815,18010.1,23164.4,23568.4,27841,31362.2,33640.8,37666.4,40283.5,1.99977,2.03988,0.108965,0,23.1941,999.9,46.551,29.547,19.4889,61.6866,29.1827,1,-0.0518521,1.52294,20.1798,5.26341,12.0159,4.99915,3.288,9999,9999,9999,696.7,1.87836,1.88336,1.88126,1.87836,1.87809,1.8802,1.87916,1.87517,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,2.582,0.161,2,509.561,511.888,21.4545,26.46,29.9999,26.4803,26.4535,59.6078,23.5504,58.5516,21.4498,1500,16.4158,100.425,100.459
ME034,plant_2,19,1572376609,2775,20191029 14:16:48,14:16:48,1572376609,0.001918045,19.34373281,399.953,147.9677478,14.80057533,40.00557279,0.128390613,3.451106621,0.125794889,0.07885065,241.6629595,25.43645563,24.996,3.178919391,54.33148259,1.6909142,3.112218035,1.488005191,-84.58576802,-66.08711257,-4.043191774,86.94688712,-0.041337935,0.046405453,3.465453656,0,0,1,0,53133.21929,MPF-10207-20191029-13_34_57,74.83076923,578.6352308,503.8044615,0.870677129,-0.853338804,MPF-10242-20191029-14_21_12,229.3226538,268.93,0.14727753,0.5,1261.194,19.34373281,92.87276864,0.50321645,0.016014247,1.151620239,DARK-10243-20191029-14_21_14,133.6,135.33,0.292672328,0.695911715,0.204057203,0.614733005,10242,300,300,300,7121.68,258.106,-0.00481992,2.11751,1499.98,1261.194,0.840807211,0.191614422,1572376609,399.953,405.483,16.9048,16.3863,500.044,99.8257,0.199985,24.6408,24.996,999.9,0,0,9986.25,0,6.36717,-5.52954,406.831,412.238,0.518517,398.818,405.483,16.7458,16.3863,1.68753,1.63577,14.7822,14.3,1499.98,0.973005,0.0269952,0,229.227,4.99951,4165.39,13591.7,41.062,42.687,42.062,42.625,43.437,1454.62,40.36,0,150,229.3226538,-1.662461551,-37.18427352,4170.312308,15,1572376553,14:15:52,68,1.135,0.159,406,16,0.45,0.19,399.9794762,0.418753247,0.026496395,1,1.490295653,-0.01645525,0.002261079,1,2,2,2/2,2.96455,2.7915,0.0938446,0.0976653,0.0888484,0.0898597,21058,27231.9,23545.1,27845.1,31305.4,33612.4,37623.3,40284.8,2.00023,2.0547,0.110883,0,23.1739,999.9,49.438,28.782,19.6676,61.7781,29.0304,1,-0.0639405,1.54525,20.2111,5.26356,12.0159,4.99925,3.28797,687.3,9999,9999,9999,1.87803,1.88294,1.88081,1.87791,1.87774,1.87984,1.87881,1.87485,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.135,0.159,2,508.509,521.145,21.4839,26.3153,30,26.3376,26.3094,20.7177,23.9839,63.7491,21.4672,405.57,16.3101,100.316,100.467
ME034,plant_2,20,1572376735,2901.5,20191029 14:18:55,14:18:55,1572376735,0.001839092,19.65818147,394.406,126.9804747,12.70057425,39.44844828,0.122508753,3.461199125,0.120149807,0.075301788,241.6464376,25.42918418,24.983,3.176456335,54.13983976,1.682674769,3.108015791,1.493781567,-81.10394161,-68.071741,-4.1517228,88.31903223,-0.041491003,0.046577286,3.475599285,0,0,1,0,53325.80869,MPF-10207-20191029-13_34_57,74.83076923,578.6352308,503.8044615,0.870677129,-0.853338804,MPF-10244-20191029-14_23_18,226.8185385,262.336,0.135389201,0.5,1261.1097,19.65818147,85.37031761,0.470907538,0.01626466,1.205702728,DARK-10245-20191029-14_23_21,138.8,123.536,0.287506974,0.719131185,0.189421177,0.627821417,10244,300,300,300,7120.98,255.568,-0.00481948,1.84785,1499.88,1261.1097,0.840807065,0.19161413,1572376735,394.406,400.011,16.8234,16.3262,500.042,99.82,0.199899,24.6182,24.983,999.9,0,0,10023.8,0,6.37996,-5.55817,401.202,406.65,0.495197,393.318,400.011,16.6624,16.3262,1.67911,1.62968,14.7046,14.2423,1499.88,0.973005,0.0269952,0,226.533,4.99951,4126.75,13590.8,41.312,42.937,42.25,42.875,43.625,1454.53,40.35,0,126.0999999,226.8185385,-2.244581204,-27.50529919,4130.498077,15,1572376765,14:19:24,69,1.088,0.161,400,16,0.37,0.25,394.4494286,0.263844156,0.01593012,1,1.499948823,-0.025013414,0.002899793,1,2,2,2/2,2.96455,2.79174,0.092846,0.0966534,0.088518,0.0896141,21081.9,27261.7,23545.8,27844.3,31317.8,33620.6,37624.4,40284,2.00042,2.0542,0.109546,0,23.1829,999.9,49.341,28.792,19.642,61.8582,29.3229,1,-0.0631402,0.929935,20.186,5.26386,12.0159,5.00005,3.28795,687.4,9999,9999,9999,1.8786,1.88354,1.88141,1.87851,1.8783,1.88038,1.87929,1.87546,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.088,0.161,2,508.606,520.76,21.1649,26.3153,29.9994,26.3332,26.3072,20.4889,24.105,63.3699,21.4085,400,16.3347,100.319,100.465
ME034,plant_2,21,1572376839,3005,20191029 14:20:38,14:20:38,1572376839,0.001953061,18.02537186,294.924,65.60554782,6.560883728,29.49387875,0.130529154,3.447460179,0.127844439,0.080139386,241.6687815,25.43994358,24.9817,3.176210122,54.12624801,1.685584511,3.114172094,1.490625611,-86.12998665,-61.40796993,-3.760824693,90.37000018,-0.041282679,0.046343424,3.461788036,0,0,1,0,53062.74208,MPF-10207-20191029-13_34_57,74.83076923,578.6352308,503.8044615,0.870677129,-0.853338804,MPF-10246-20191029-14_25_02,223.2179231,257.883,0.134421722,0.5,1261.2273,18.02537186,84.76817275,0.454015968,0.014968524,1.243789745,DARK-10247-20191029-14_25_04,140.8,117.083,0.296072674,0.732586618,0.1893726,0.636660163,10246,300,300,300,7120.52,250.442,-0.00481908,1.87764,1500.02,1261.2273,0.84080699,0.191613979,1572376839,294.924,300.039,16.855,16.327,500.037,99.8047,0.200314,24.6513,24.9817,999.9,0,0,9975,0,6.36717,-5.02975,300.066,305.019,0.524992,293.921,300.039,16.691,16.327,1.68191,1.62951,14.7305,14.2408,1500.02,0.973009,0.026991,0,222.195,4.99951,4059.47,13592.1,41.437,43.062,42.437,43,43.75,1454.67,40.35,0,103,223.2179231,-3.981059847,-76.54188037,4067.738077,15,1572376865,14:21:04,70,1.003,0.164,300,16,0.49,0.26,295.0520476,-0.462857143,0.03045602,1,1.49831207,-0.021679756,0.002516822,1,2,2,2/2,2.96454,2.79173,0.073691,0.0770441,0.0886174,0.0896052,21528.2,27854.7,23547.1,27845.5,31315.2,33621,37626.7,40285.4,2.00052,2.0531,0.111505,0,23.1494,999.9,49.329,28.822,19.6746,62.0582,29.2909,1,-0.0632317,1.72996,20.1807,5.26386,12.0159,4.9993,3.28785,687.4,9999,9999,9999,1.87866,1.88358,1.88147,1.87859,1.87836,1.88047,1.87943,1.87549,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.003,0.164,2,508.631,519.894,21.3046,26.3109,30.0001,26.3287,26.3006,16.326,24.3787,63.3699,21.4761,300,16.3182,100.325,100.469
ME034,plant_2,22,1572376956,3122,20191029 14:22:35,14:22:35,1572376956,0.002861153,16.84893258,195.206,49.05839808,4.905829702,19.52055979,0.193293512,3.449374912,0.187471372,0.117678096,241.6672754,25.36353295,24.9384,3.168018831,53.50173175,1.678826542,3.137891965,1.489192289,-126.1768444,-29.77262831,-1.823128804,83.8946739,-0.041311691,0.046375992,3.463712838,0,0,1,0,53075.77497,MPF-10207-20191029-13_34_57,74.83076923,578.6352308,503.8044615,0.870677129,-0.853338804,MPF-10248-20191029-14_26_59,218.6236538,249.798,0.124798222,0.5,1261.2114,16.84893258,78.6984699,0.445952329,0.014035927,1.316412584,DARK-10249-20191029-14_27_01,138.4,111.398,0.279846552,0.746958007,0.178172484,0.652708056,10248,300,300,300,7120.23,244.39,-0.00481882,2.12318,1500,1261.2114,0.8408076,0.191615201,1572376956,195.206,199.993,16.7883,16.0147,500.005,99.7998,0.199994,24.7783,24.9384,999.9,0,0,9982.5,0,6.38706,-4.39957,198.936,203.248,0.788563,194.59,199.993,16.6393,16.0147,1.67696,1.59826,14.6848,13.9421,1500,0.972989,0.0270114,0,218.634,4.99951,3978.68,13591.8,41.562,43.125,42.562,43.062,43.875,1454.62,40.38,0,116.3999999,218.6236538,-3.54348718,-71.54905984,3986.684231,15,1572376981,14:23:01,71,0.616,0.149,200,16,0.29,0.09,195.7154286,-1.074701299,0.054818811,0,1.492772701,-0.034303591,0.004020354,1,1,2,1/2,2.96447,2.79147,0.0518582,0.054662,0.088412,0.088345,22035.8,28531,23547.3,27846.2,31321.5,33666.7,37627.1,40286.5,2.00073,2.05165,0.106849,0,23.1826,999.9,49.304,28.862,19.7115,61.6981,29.2268,1,-0.0651524,1.26066,20.185,5.26371,12.0159,4.99905,3.28787,687.4,9999,9999,9999,1.8787,1.8837,1.88156,1.87866,1.87837,1.88049,1.87943,1.8756,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.616,0.149,2,508.706,518.776,21.8282,26.3019,30,26.3221,26.2939,11.9873,26.2887,63.3699,21.8499,200,15.9468,100.326,100.472
ME034,plant_2,23,1572377072,3238.5,20191029 14:24:32,14:24:32,1572377072,0.003846237,11.1473691,96.846,25.81727728,2.581489718,9.683707177,0.26577056,3.457320047,0.254919775,0.160262844,241.6608914,25.36372539,24.9318,3.166771897,53.30207913,1.694783743,3.179582806,1.471988153,-169.6190493,12.6186733,0.771762954,85.43227845,-0.041432148,0.046511215,3.47169978,0,0,1,0,53184.50809,MPF-10207-20191029-13_34_57,74.83076923,578.6352308,503.8044615,0.870677129,-0.853338804,MPF-10250-20191029-14_28_55,217.3128462,241.797,0.10125913,0.5,1261.1778,11.1473691,63.85288339,0.45408752,0.009515477,1.393062076,DARK-10251-20191029-14_28_58,132,109.797,0.222994743,0.75416852,0.146641352,0.668589218,10250,300,300,300,7119.98,236.518,-0.00481859,1.70245,1499.96,1261.1778,0.840807622,0.191615244,1572377072,96.846,100.014,16.9494,15.9096,499.994,99.7909,0.199881,24.9995,24.9318,999.9,0,0,10012.5,0,6.35437,-2.8921,98.797,101.631,1.04473,96.506,100.014,16.8054,15.9096,1.69189,1.58764,14.8222,13.8393,1499.96,0.972989,0.0270107,0,216.958,4.99951,3957.44,13591.4,41.687,43.25,42.687,43.187,44,1454.58,40.38,0,115.8999999,217.3128462,-2.674119639,-61.52478635,3964.936154,15,1572377097,14:24:57,72,0.34,0.144,100,16,0.38,0.17,97.18285238,-0.634223377,0.032499899,0,1.479360285,-0.047963999,0.00548068,1,1,2,1/2,2.96446,2.79162,0.0270883,0.0288929,0.0890563,0.0879145,22613.6,29310.1,23549.3,27847.3,31300.6,33682.9,37630.3,40288.9,2.0011,2.05045,0.0986569,0,23.3108,999.9,49.206,28.893,19.7099,61.5781,29.4431,1,-0.0672307,1.06728,20.1862,5.26341,12.0159,4.99895,3.28795,687.5,9999,9999,9999,1.87875,1.8837,1.88156,1.87866,1.87843,1.8805,1.87943,1.87561,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.34,0.144,2,508.838,517.794,22.2351,26.2864,29.9998,26.3088,26.2826,7.51,27.2742,63.3699,22.2374,100,15.7871,100.334,100.477
ME034,plant_2,24,1572377164,3330,20191029 14:26:03,14:26:03,1572377164,0.004151976,6.200085248,48.2572,11.19825407,1.119634073,4.824895477,0.283662924,3.44907708,0.271310299,0.170633943,241.6949691,25.48266535,25.0234,3.184116221,52.60665188,1.691340968,3.215070542,1.492775253,-183.1021559,30.19773491,1.853910402,90.64445855,-0.041307177,0.046370925,3.46341344,0,0,1,0,52997.31824,MPF-10207-20191029-13_34_57,74.83076923,578.6352308,503.8044615,0.870677129,-0.853338804,MPF-10252-20191029-14_30_27,223.4783462,241.569,0.074888143,0.5,1261.3545,6.200085248,47.23024818,0.458539796,0.005591944,1.395320719,DARK-10253-20191029-14_30_29,130.8,110.769,0.163318743,0.752656798,0.108497336,0.669041774,10252,300,300,300,7119.83,237.11,-0.0048185,1.29117,1500.17,1261.3545,0.840807709,0.191615417,1572377164,48.2572,50.0172,16.9163,15.7939,500.035,99.7827,0.200214,25.1858,25.0234,999.9,0,0,9983.12,0,6.36717,-1.632,49.2179,50.8199,1.12442,48.0452,50.0172,16.7743,15.7939,1.68816,1.57596,14.7879,13.7257,1500.17,0.972989,0.0270114,0,223.512,4.99951,4074.95,13593.3,41.75,43.312,42.75,43.25,44.062,1454.78,40.39,0,90.79999995,223.4783462,-0.447213676,15.45948715,4072.996538,15,1572377183,14:26:23,73,0.212,0.142,50,16,0.4,0.08,48.40707143,-0.453288312,0.024390868,1,1.499089494,-0.038232199,0.004158018,1,2,2,2/2,2.96456,2.7917,0.0137139,0.0147317,0.0889278,0.0874382,22924.5,29736.4,23549.3,27846.2,31304.4,33697.9,37630.4,40286.9,2.0013,2.04935,0.0967309,0,23.4343,999.9,49.029,28.943,19.694,61.7482,29.2308,1,-0.0656809,1.46093,20.1828,5.26446,12.0159,4.99965,3.28793,687.5,9999,9999,9999,1.8787,1.8837,1.88155,1.87865,1.87838,1.88049,1.87944,1.87559,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.212,0.142,2,508.976,516.981,22.3119,26.2864,30.0001,26.3088,26.2808,5.27342,27.0048,62.9955,22.309,50,15.82,100.334,100.472
ME034,plant_2,25,1572377244,3410.5,20191029 14:27:24,14:27:24,1572377244,0.004475564,2.478194183,19.3003,5.428290926,0.542698819,1.929566812,0.304438123,3.451790574,0.290269046,0.182636226,241.6944072,25.46338797,25.0223,3.183907446,52.08580696,1.679906742,3.225267766,1.504000704,-197.3723791,40.32633867,2.474431871,87.12279861,-0.041348302,0.046417091,3.466141207,0,0,1,0,53038.32648,MPF-10207-20191029-13_34_57,74.83076923,578.6352308,503.8044615,0.870677129,-0.853338804,MPF-10254-20191029-14_31_47,230.9218462,244.214,0.054428304,0.5,1261.3542,2.478194183,34.32668497,0.448025093,0.002641235,1.369377803,DARK-10255-20191029-14_31_50,134.8,109.414,0.121484946,0.753480588,0.078473848,0.663791721,10254,300,300,300,7119.72,240.028,-0.00481843,1.36522,1500.17,1261.3542,0.840807509,0.191615017,1572377244,19.3003,20.0055,16.8031,15.5931,500.041,99.7758,0.200201,25.239,25.0223,999.9,0,0,9993.75,0,6.36717,-0.815145,19.5184,20.3224,1.21706,18.9783,20.0055,16.6681,15.5931,1.67724,1.55581,14.6874,13.528,1500.17,0.972993,0.0270072,0,230.617,4.99951,4196.5,13593.3,41.812,43.375,42.812,43.312,44.125,1454.79,40.38,0,80,230.9218462,-2.837264958,-55.65846158,4203.060385,15,1572377269,14:27:49,74,0.322,0.135,20,16,0.38,0.13,19.21201429,-0.203750649,0.012481578,1,1.505488459,-0.009387351,0.001395155,1,2,2,2/2,2.96457,2.79178,0.00544649,0.00593351,0.0885057,0.0866135,23116.4,30002.4,23549,27846.6,31318.6,33728.1,37630.4,40287.6,2.00115,2.04813,0.0936948,0,23.4831,999.9,48.804,28.983,19.651,61.5381,29.4792,1,-0.0651042,1.41553,20.1832,5.26386,12.0159,4.9993,3.28787,687.5,9999,9999,9999,1.87877,1.88369,1.88155,1.87865,1.87844,1.88049,1.87944,1.87561,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.322,0.135,2,508.915,516.141,22.3201,26.2975,30.0001,26.3133,26.2851,3.9497,27.8735,62.6172,22.3067,20,15.6517,100.334,100.474
ME034,plant_2,26,1572377336,3502,20191029 14:28:55,14:28:55,1572377336,0.004710802,1.231386155,9.64958,3.153219352,0.315250947,0.964740759,0.324547791,3.453873027,0.308507193,0.194192094,241.6880232,25.45773331,25.0103,3.18163068,52.32102456,1.692218945,3.234300091,1.489411735,-207.7463492,51.33677437,3.148689724,88.42713811,-0.041379872,0.046452531,3.468234617,0,0,1,0,53068.84485,MPF-10207-20191029-13_34_57,74.83076923,578.6352308,503.8044615,0.870677129,-0.853338804,MPF-10256-20191029-14_33_19,227.8749231,239.574,0.048832832,0.5,1261.3206,1.231386155,30.79692857,0.494102031,0.001652811,1.415267228,DARK-10257-20191029-14_33_21,121.2,118.374,0.098831474,0.741222381,0.071014007,0.673001644,10256,300,300,300,7119.5,234.992,-0.00481826,1.32748,1500.13,1261.3206,0.84080753,0.191615061,1572377336,9.64958,10.0007,16.926,15.6525,500.017,99.7776,0.199887,25.286,25.0103,999.9,0,0,10001.2,0,6.41549,-0.399152,9.76691,10.1598,1.27549,9.27958,10.0007,16.793,15.6525,1.68903,1.56177,14.796,13.5867,1500.13,0.972993,0.0270072,0,227.652,4.99951,4146.4,13592.9,41.937,43.437,42.875,43.375,44.187,1454.75,40.38,0,91.29999995,227.8749231,-1.00348717,-30.33470084,4149.151923,15,1572377361,14:29:21,75,0.37,0.133,10,16,0.39,0.12,9.611079524,-0.428552727,0.026699,1,1.496709171,-0.025422601,0.002792566,1,2,2,2/2,2.9645,2.79153,0.00266548,0.00297033,0.0889928,0.0868555,23181.4,30091.5,23549.4,27846.3,31302.3,33719.5,37631.3,40288,2.00117,2.04728,0.0877678,0,23.5685,999.9,48.578,29.024,19.6071,61.9781,29.2869,1,-0.0631326,1.67727,20.1808,5.26431,12.0159,4.9994,3.28783,687.5,9999,9999,9999,1.87881,1.8837,1.88157,1.87867,1.8785,1.88057,1.8795,1.87561,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.37,0.133,2,509.038,515.617,22.1236,26.313,30.0001,26.3243,26.294,3.51887,27.1059,62.2406,22.1174,10,15.6752,100.336,100.474
ME034,plant_2,33,1572377930,4096.5,20191029 14:38:50,14:38:50,1572377930,0.001702411,19.11784338,394.548,112.4600651,11.24946826,39.46694498,0.112603009,3.451071159,0.110601021,0.069302544,241.6571375,25.49329897,25.0029,3.180227383,53.88548967,1.677906334,3.113837036,1.502321049,-75.07632858,-65.75153601,-4.02301869,96.80625422,-0.041337397,0.04640485,3.465418007,0,0,1,0,53131.11128,MPF-10207-20191029-13_34_57,74.83076923,578.6352308,503.8044615,0.870677129,-0.853338804,MPF-10270-20191029-14_43_13,214.0092308,244.725,0.125511367,0.5,1261.1607,19.11784338,79.14500161,0.427112065,0.015835557,1.364430405,DARK-10271-20191029-14_43_16,140.2,104.525,0.293860504,0.761595345,0.18079348,0.662777439,10270,300,300,300,7118.56,239.844,-0.00481769,2.13379,1499.94,1261.1607,0.840807433,0.191614865,1572377930,394.548,399.99,16.7739,16.3136,500.011,99.8307,0.200082,24.6495,25.0029,999.9,0,0,9985.62,0,6.36717,-5.42117,401.301,406.624,0.461243,393.426,399.99,16.6119,16.3136,1.67465,1.6286,14.6634,14.2321,1499.94,0.972993,0.0270072,0,213.784,4.99951,3913.13,13591.3,42.187,43.75,43.187,43.625,44.437,1454.57,40.37,0,81.5999999,214.0092308,-2.238017093,-35.35076924,3917.321154,15,1572377950,14:39:10,82,1.122,0.162,400,16,0.39,0.22,394.5829524,-0.333506494,0.018297739,1,1.50519356,-0.003548302,0.001069521,1,2,2,2/2,2.96441,2.79158,0.0928603,0.0966456,0.0883162,0.0895609,21083.9,27259.3,23548.7,27841.8,31329.8,33619.9,37630.5,40280.7,1.99955,2.04618,0.113696,0,23.1346,999.9,47.668,29.376,19.6258,61.9082,29.4511,1,-0.0563211,2.08163,20.1763,5.26476,12.0159,4.9998,3.28787,687.7,9999,9999,9999,1.87878,1.88368,1.88156,1.87866,1.87839,1.8805,1.87943,1.8756,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.122,0.162,2,508.594,515.533,21.0684,26.382,30.0001,26.3953,26.3647,20.4579,24.098,61.6373,21.0642,400,16.3021,100.333,100.456
ME034,plant_2,34,1572378011,4177.6,20191029 14:40:11,14:40:11,1572378011,0.001677391,19.1986293,394.551,107.2067427,10.72406297,39.46757136,0.110914767,3.449216406,0.108970777,0.068278557,241.6906532,25.47849869,24.9959,3.178900438,53.90730847,1.676479751,3.109930357,1.502420687,-73.97294938,-68.3195565,-4.181801585,95.21634577,-0.041309289,0.046373295,3.463553498,0,0,1,0,53100.20736,MPF-10207-20191029-13_34_57,74.83076923,578.6352308,503.8044615,0.870677129,-0.853338804,MPF-10272-20191029-14_44_34,215.5995769,248.056,0.130843128,0.5,1261.3371,19.1986293,82.51864614,0.411423227,0.01589739,1.332679842,DARK-10273-20191029-14_44_37,146,102.056,0.318025624,0.764106127,0.187365449,0.656165747,10272,300,300,300,7118.46,242.24,-0.00481753,1.15498,1500.15,1261.3371,0.84080732,0.191614639,1572378011,394.551,400.012,16.7595,16.306,500.057,99.8315,0.200109,24.6285,24.9959,999.9,0,0,9978.75,0,6.36717,-5.46066,401.277,406.643,0.455454,393.429,400.012,16.5995,16.306,1.67333,1.62786,14.6512,14.2251,1500.15,0.972997,0.0270031,0,215.121,4.99951,3941.25,13593.2,42.187,43.812,43.25,43.625,44.437,1454.78,40.37,0,80.39999986,215.5995769,-2.065948716,-42.6663248,3945.769615,15,1572378033,14:40:33,83,1.122,0.16,400,16,0.66,0.17,394.5313333,0.124831169,0.01010579,1,1.503292083,-0.006836657,0.001078186,1,2,2,2/2,2.96453,2.79155,0.0928612,0.0966495,0.088268,0.0895304,21083.6,27259.3,23548.4,27842,31331.2,33621.2,37630.1,40280.9,1.99958,2.04563,0.115328,0,23.1007,999.9,47.571,29.416,19.6314,61.78,29.3029,1,-0.056781,1.76499,20.1796,5.26506,12.0159,4.99935,3.28797,687.7,9999,9999,9999,1.87881,1.8837,1.88157,1.8787,1.87849,1.88053,1.87949,1.87561,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.122,0.16,2,508.632,515.181,21.254,26.3797,29.9998,26.3975,26.3692,20.4582,24.2664,61.6373,21.2649,400,16.2699,100.332,100.457
ME034,plant_2,35,1572378100,4266.1,20191029 14:41:39,14:41:39,1572378100,0.001668035,20.15566387,494.263,187.6967199,18.77527286,49.44104881,0.109799311,3.448139996,0.107893279,0.067601793,241.6539455,25.51663658,25.0076,3.181118603,53.65310441,1.672168826,3.116630146,1.508949777,-73.56033994,-63.78095995,-3.906153482,100.4064922,-0.041292979,0.046354986,3.462471428,0,0,1,0,53073.6269,MPF-10207-20191029-13_34_57,74.83076923,578.6352308,503.8044615,0.870677129,-0.853338804,MPF-10274-20191029-14_46_03,217.8583846,250.047,0.12873026,0.5,1261.1439,20.15566387,81.17369126,0.459301651,0.016658688,1.314105871,DARK-10275-20191029-14_46_05,135.2,114.847,0.280273889,0.741006145,0.183707955,0.652213817,10274,300,300,300,7118.42,245.344,-0.00481749,2.38184,1499.92,1261.1439,0.840807443,0.191614887,1572378100,494.263,500.032,16.7167,16.2657,500.046,99.8296,0.20024,24.6645,25.0076,999.9,0,0,9975,0,6.36717,-5.99362,502.439,508.3,0.452997,492.917,500.032,16.5587,16.2657,1.66902,1.6238,14.6112,14.1865,1499.92,0.972993,0.0270072,0,217.788,4.99951,3984.11,13591,42.187,43.875,43.25,43.687,44.5,1454.55,40.37,0,88.20000005,217.8583846,-1.140786321,-22.60170939,3987.372308,15,1572378122,14:42:02,84,1.346,0.158,500,16,0.81,0.22,494.0055238,0.485922078,0.030431217,1,1.509794192,-0.003129559,0.000786255,1,2,2,2/2,2.96451,2.79166,0.109937,0.114132,0.0881065,0.0893669,20687.8,26731.3,23549.6,27841.4,31339.6,33627.9,37632.4,40280.5,1.99953,2.04555,0.116393,0,23.0949,999.9,47.503,29.457,19.6497,61.65,29.2869,1,-0.0569715,1.80412,20.1792,5.26506,12.0159,4.9998,3.2879,687.7,9999,9999,9999,1.87881,1.8837,1.88157,1.87867,1.87848,1.88052,1.87947,1.87561,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,1.346,0.158,2,508.598,515.127,21.3608,26.3753,30.0002,26.3975,26.3692,24.4641,24.6969,61.6373,21.3535,500,16.2641,100.338,100.456
